lang,QID,policy_name_en
cy,Q79951,Wikipedia:Verifiability
da,Q79951,Wikipedia:Verifiability
de,Q79951,Wikipedia:Verifiability
el,Q79951,Wikipedia:Verifiability
en,Q79951,Wikipedia:Verifiability
eo,Q79951,Wikipedia:Verifiability
es,Q79951,Wikipedia:Verifiability
et,Q79951,Wikipedia:Verifiability
eu,Q79951,Wikipedia:Verifiability
fa,Q79951,Wikipedia:Verifiability
fi,Q79951,Wikipedia:Verifiability
fr,Q79951,Wikipedia:Verifiability
glk,Q79951,Wikipedia:Verifiability
gl,Q79951,Wikipedia:Verifiability
gu,Q79951,Wikipedia:Verifiability
ha,Q79951,Wikipedia:Verifiability
hi,Q79951,Wikipedia:Verifiability
hr,Q79951,Wikipedia:Verifiability
hu,Q79951,Wikipedia:Verifiability
hy,Q79951,Wikipedia:Verifiability
ia,Q79951,Wikipedia:Verifiability
id,Q79951,Wikipedia:Verifiability
ilo,Q79951,Wikipedia:Verifiability
is,Q79951,Wikipedia:Verifiability
it,Q79951,Wikipedia:Verifiability
ja,Q79951,Wikipedia:Verifiability
ka,Q79951,Wikipedia:Verifiability
kk,Q79951,Wikipedia:Verifiability
kn,Q79951,Wikipedia:Verifiability
ko,Q79951,Wikipedia:Verifiability
ku,Q79951,Wikipedia:Verifiability
la,Q79951,Wikipedia:Verifiability
lt,Q79951,Wikipedia:Verifiability
min,Q79951,Wikipedia:Verifiability
mk,Q79951,Wikipedia:Verifiability
ml,Q79951,Wikipedia:Verifiability
ms,Q79951,Wikipedia:Verifiability
my,Q79951,Wikipedia:Verifiability
nap,Q79951,Wikipedia:Verifiability
ne,Q79951,Wikipedia:Verifiability
nl,Q79951,Wikipedia:Verifiability
no,Q79951,Wikipedia:Verifiability
or,Q79951,Wikipedia:Verifiability
pa,Q79951,Wikipedia:Verifiability
pl,Q79951,Wikipedia:Verifiability
ps,Q79951,Wikipedia:Verifiability
pt,Q79951,Wikipedia:Verifiability
ro,Q79951,Wikipedia:Verifiability
rue,Q79951,Wikipedia:Verifiability
ru,Q79951,Wikipedia:Verifiability
scn,Q79951,Wikipedia:Verifiability
sco,Q79951,Wikipedia:Verifiability
sd,Q79951,Wikipedia:Verifiability
shn,Q79951,Wikipedia:Verifiability
sh,Q79951,Wikipedia:Verifiability
simple,Q79951,Wikipedia:Verifiability
si,Q79951,Wikipedia:Verifiability
sk,Q79951,Wikipedia:Verifiability
sl,Q79951,Wikipedia:Verifiability
sq,Q79951,Wikipedia:Verifiability
sr,Q79951,Wikipedia:Verifiability
sv,Q79951,Wikipedia:Verifiability
ta,Q79951,Wikipedia:Verifiability
te,Q79951,Wikipedia:Verifiability
tg,Q79951,Wikipedia:Verifiability
th,Q79951,Wikipedia:Verifiability
tk,Q79951,Wikipedia:Verifiability
tr,Q79951,Wikipedia:Verifiability
tt,Q79951,Wikipedia:Verifiability
uk,Q79951,Wikipedia:Verifiability
ur,Q79951,Wikipedia:Verifiability
uz,Q79951,Wikipedia:Verifiability
vi,Q79951,Wikipedia:Verifiability
yi,Q79951,Wikipedia:Verifiability
zh-yue,Q79951,Wikipedia:Verifiability
zh,Q79951,Wikipedia:Verifiability
af,Q4663356,Wikipedia:Assume good faith
als,Q4663356,Wikipedia:Assume good faith
ar,Q4663356,Wikipedia:Assume good faith
arz,Q4663356,Wikipedia:Assume good faith
as,Q4663356,Wikipedia:Assume good faith
azb,Q4663356,Wikipedia:Assume good faith
az,Q4663356,Wikipedia:Assume good faith
bar,Q4663356,Wikipedia:Assume good faith
ba,Q4663356,Wikipedia:Assume good faith
be-tarask,Q4663356,Wikipedia:Assume good faith
be,Q4663356,Wikipedia:Assume good faith
bg,Q4663356,Wikipedia:Assume good faith
bn,Q4663356,Wikipedia:Assume good faith
br,Q4663356,Wikipedia:Assume good faith
ca,Q4663356,Wikipedia:Assume good faith
ce,Q4663356,Wikipedia:Assume good faith
ckb,Q4663356,Wikipedia:Assume good faith
cs,Q4663356,Wikipedia:Assume good faith
da,Q4663356,Wikipedia:Assume good faith
de,Q4663356,Wikipedia:Assume good faith
el,Q4663356,Wikipedia:Assume good faith
en,Q4663356,Wikipedia:Assume good faith
eo,Q4663356,Wikipedia:Assume good faith
es,Q4663356,Wikipedia:Assume good faith
fa,Q4663356,Wikipedia:Assume good faith
fi,Q4663356,Wikipedia:Assume good faith
fr,Q4663356,Wikipedia:Assume good faith
gl,Q4663356,Wikipedia:Assume good faith
he,Q4663356,Wikipedia:Assume good faith
hi,Q4663356,Wikipedia:Assume good faith
hr,Q4663356,Wikipedia:Assume good faith
hu,Q4663356,Wikipedia:Assume good faith
hy,Q4663356,Wikipedia:Assume good faith
ia,Q4663356,Wikipedia:Assume good faith
id,Q4663356,Wikipedia:Assume good faith
ilo,Q4663356,Wikipedia:Assume good faith
it,Q4663356,Wikipedia:Assume good faith
ja,Q4663356,Wikipedia:Assume good faith
jv,Q4663356,Wikipedia:Assume good faith
ko,Q4663356,Wikipedia:Assume good faith
lt,Q4663356,Wikipedia:Assume good faith
min,Q4663356,Wikipedia:Assume good faith
mk,Q4663356,Wikipedia:Assume good faith
ml,Q4663356,Wikipedia:Assume good faith
mr,Q4663356,Wikipedia:Assume good faith
ms,Q4663356,Wikipedia:Assume good faith
nds-nl,Q4663356,Wikipedia:Assume good faith
nl,Q4663356,Wikipedia:Assume good faith
no,Q4663356,Wikipedia:Assume good faith
pl,Q4663356,Wikipedia:Assume good faith
pt,Q4663356,Wikipedia:Assume good faith
ro,Q4663356,Wikipedia:Assume good faith
ru,Q4663356,Wikipedia:Assume good faith
sco,Q4663356,Wikipedia:Assume good faith
sh,Q4663356,Wikipedia:Assume good faith
simple,Q4663356,Wikipedia:Assume good faith
si,Q4663356,Wikipedia:Assume good faith
sk,Q4663356,Wikipedia:Assume good faith
sl,Q4663356,Wikipedia:Assume good faith
sq,Q4663356,Wikipedia:Assume good faith
sr,Q4663356,Wikipedia:Assume good faith
sv,Q4663356,Wikipedia:Assume good faith
ta,Q4663356,Wikipedia:Assume good faith
te,Q4663356,Wikipedia:Assume good faith
th,Q4663356,Wikipedia:Assume good faith
tl,Q4663356,Wikipedia:Assume good faith
tr,Q4663356,Wikipedia:Assume good faith
tt,Q4663356,Wikipedia:Assume good faith
uk,Q4663356,Wikipedia:Assume good faith
ur,Q4663356,Wikipedia:Assume good faith
uz,Q4663356,Wikipedia:Assume good faith
vi,Q4663356,Wikipedia:Assume good faith
yi,Q4663356,Wikipedia:Assume good faith
zh-yue,Q4663356,Wikipedia:Assume good faith
zh,Q4663356,Wikipedia:Assume good faith
ar,Q4654351,Wikipedia:Consensus
arz,Q4654351,Wikipedia:Consensus
as,Q4654351,Wikipedia:Consensus
azb,Q4654351,Wikipedia:Consensus
az,Q4654351,Wikipedia:Consensus
ba,Q4654351,Wikipedia:Consensus
be-tarask,Q4654351,Wikipedia:Consensus
be,Q4654351,Wikipedia:Consensus
bg,Q4654351,Wikipedia:Consensus
bn,Q4654351,Wikipedia:Consensus
br,Q4654351,Wikipedia:Consensus
bs,Q4654351,Wikipedia:Consensus
ca,Q4654351,Wikipedia:Consensus
ckb,Q4654351,Wikipedia:Consensus
cs,Q4654351,Wikipedia:Consensus
cy,Q4654351,Wikipedia:Consensus
da,Q4654351,Wikipedia:Consensus
el,Q4654351,Wikipedia:Consensus
en,Q4654351,Wikipedia:Consensus
eo,Q4654351,Wikipedia:Consensus
es,Q4654351,Wikipedia:Consensus
fa,Q4654351,Wikipedia:Consensus
fi,Q4654351,Wikipedia:Consensus
fr,Q4654351,Wikipedia:Consensus
gl,Q4654351,Wikipedia:Consensus
hi,Q4654351,Wikipedia:Consensus
hr,Q4654351,Wikipedia:Consensus
hu,Q4654351,Wikipedia:Consensus
hy,Q4654351,Wikipedia:Consensus
ia,Q4654351,Wikipedia:Consensus
id,Q4654351,Wikipedia:Consensus
it,Q4654351,Wikipedia:Consensus
ja,Q4654351,Wikipedia:Consensus
ka,Q4654351,Wikipedia:Consensus
kk,Q4654351,Wikipedia:Consensus
ko,Q4654351,Wikipedia:Consensus
lt,Q4654351,Wikipedia:Consensus
mk,Q4654351,Wikipedia:Consensus
ml,Q4654351,Wikipedia:Consensus
ms,Q4654351,Wikipedia:Consensus
mt,Q4654351,Wikipedia:Consensus
ne,Q4654351,Wikipedia:Consensus
nl,Q4654351,Wikipedia:Consensus
no,Q4654351,Wikipedia:Consensus
pl,Q4654351,Wikipedia:Consensus
pt,Q4654351,Wikipedia:Consensus
ro,Q4654351,Wikipedia:Consensus
ru,Q4654351,Wikipedia:Consensus
sah,Q4654351,Wikipedia:Consensus
sd,Q4654351,Wikipedia:Consensus
sh,Q4654351,Wikipedia:Consensus
simple,Q4654351,Wikipedia:Consensus
si,Q4654351,Wikipedia:Consensus
sk,Q4654351,Wikipedia:Consensus
sl,Q4654351,Wikipedia:Consensus
sq,Q4654351,Wikipedia:Consensus
sr,Q4654351,Wikipedia:Consensus
sv,Q4654351,Wikipedia:Consensus
ta,Q4654351,Wikipedia:Consensus
te,Q4654351,Wikipedia:Consensus
tg,Q4654351,Wikipedia:Consensus
th,Q4654351,Wikipedia:Consensus
tl,Q4654351,Wikipedia:Consensus
tr,Q4654351,Wikipedia:Consensus
tt,Q4654351,Wikipedia:Consensus
uk,Q4654351,Wikipedia:Consensus
ur,Q4654351,Wikipedia:Consensus
uz,Q4654351,Wikipedia:Consensus
vec,Q4654351,Wikipedia:Consensus
vi,Q4654351,Wikipedia:Consensus
yi,Q4654351,Wikipedia:Consensus
zh-min-nan,Q4654351,Wikipedia:Consensus
zh-yue,Q4654351,Wikipedia:Consensus
zh,Q4654351,Wikipedia:Consensus
an,Q4657797,Wikipedia:Userboxes
ar,Q4657797,Wikipedia:Userboxes
arz,Q4657797,Wikipedia:Userboxes
ast,Q4657797,Wikipedia:Userboxes
azb,Q4657797,Wikipedia:Userboxes
az,Q4657797,Wikipedia:Userboxes
ba,Q4657797,Wikipedia:Userboxes
bg,Q4657797,Wikipedia:Userboxes
bs,Q4657797,Wikipedia:Userboxes
ca,Q4657797,Wikipedia:Userboxes
cs,Q4657797,Wikipedia:Userboxes
dsb,Q4657797,Wikipedia:Userboxes
el,Q4657797,Wikipedia:Userboxes
en,Q4657797,Wikipedia:Userboxes
eo,Q4657797,Wikipedia:Userboxes
es,Q4657797,Wikipedia:Userboxes
et,Q4657797,Wikipedia:Userboxes
eu,Q4657797,Wikipedia:Userboxes
fa,Q4657797,Wikipedia:Userboxes
fi,Q4657797,Wikipedia:Userboxes
fr,Q4657797,Wikipedia:Userboxes
gl,Q4657797,Wikipedia:Userboxes
gu,Q4657797,Wikipedia:Userboxes
he,Q4657797,Wikipedia:Userboxes
hi,Q4657797,Wikipedia:Userboxes
hr,Q4657797,Wikipedia:Userboxes
hsb,Q4657797,Wikipedia:Userboxes
hu,Q4657797,Wikipedia:Userboxes
hy,Q4657797,Wikipedia:Userboxes
id,Q4657797,Wikipedia:Userboxes
it,Q4657797,Wikipedia:Userboxes
ja,Q4657797,Wikipedia:Userboxes
jv,Q4657797,Wikipedia:Userboxes
ka,Q4657797,Wikipedia:Userboxes
kk,Q4657797,Wikipedia:Userboxes
km,Q4657797,Wikipedia:Userboxes
ko,Q4657797,Wikipedia:Userboxes
lad,Q4657797,Wikipedia:Userboxes
lg,Q4657797,Wikipedia:Userboxes
lo,Q4657797,Wikipedia:Userboxes
lt,Q4657797,Wikipedia:Userboxes
min,Q4657797,Wikipedia:Userboxes
mk,Q4657797,Wikipedia:Userboxes
ml,Q4657797,Wikipedia:Userboxes
ms,Q4657797,Wikipedia:Userboxes
mwl,Q4657797,Wikipedia:Userboxes
nah,Q4657797,Wikipedia:Userboxes
nl,Q4657797,Wikipedia:Userboxes
no,Q4657797,Wikipedia:Userboxes
oc,Q4657797,Wikipedia:Userboxes
pl,Q4657797,Wikipedia:Userboxes
pt,Q4657797,Wikipedia:Userboxes
ro,Q4657797,Wikipedia:Userboxes
rue,Q4657797,Wikipedia:Userboxes
ru,Q4657797,Wikipedia:Userboxes
sa,Q4657797,Wikipedia:Userboxes
scn,Q4657797,Wikipedia:Userboxes
sco,Q4657797,Wikipedia:Userboxes
sh,Q4657797,Wikipedia:Userboxes
simple,Q4657797,Wikipedia:Userboxes
si,Q4657797,Wikipedia:Userboxes
sk,Q4657797,Wikipedia:Userboxes
sl,Q4657797,Wikipedia:Userboxes
so,Q4657797,Wikipedia:Userboxes
sr,Q4657797,Wikipedia:Userboxes
ta,Q4657797,Wikipedia:Userboxes
th,Q4657797,Wikipedia:Userboxes
tr,Q4657797,Wikipedia:Userboxes
tt,Q4657797,Wikipedia:Userboxes
uz,Q4657797,Wikipedia:Userboxes
vi,Q4657797,Wikipedia:Userboxes
yi,Q4657797,Wikipedia:Userboxes
zh-yue,Q4657797,Wikipedia:Userboxes
zh,Q4657797,Wikipedia:Userboxes
als,Q4657677,Wikipedia:Voting
ar,Q4657677,Wikipedia:Voting
ast,Q4657677,Wikipedia:Voting
az,Q4657677,Wikipedia:Voting
bar,Q4657677,Wikipedia:Voting
ba,Q4657677,Wikipedia:Voting
be-tarask,Q4657677,Wikipedia:Voting
be,Q4657677,Wikipedia:Voting
ca,Q4657677,Wikipedia:Voting
cs,Q4657677,Wikipedia:Voting
da,Q4657677,Wikipedia:Voting
de,Q4657677,Wikipedia:Voting
en,Q4657677,Wikipedia:Voting
eo,Q4657677,Wikipedia:Voting
es,Q4657677,Wikipedia:Voting
eu,Q4657677,Wikipedia:Voting
ext,Q4657677,Wikipedia:Voting
fr,Q4657677,Wikipedia:Voting
gl,Q4657677,Wikipedia:Voting
he,Q4657677,Wikipedia:Voting
hu,Q4657677,Wikipedia:Voting
hy,Q4657677,Wikipedia:Voting
hyw,Q4657677,Wikipedia:Voting
it,Q4657677,Wikipedia:Voting
ja,Q4657677,Wikipedia:Voting
ka,Q4657677,Wikipedia:Voting
lad,Q4657677,Wikipedia:Voting
lfn,Q4657677,Wikipedia:Voting
lij,Q4657677,Wikipedia:Voting
mt,Q4657677,Wikipedia:Voting
nl,Q4657677,Wikipedia:Voting
oc,Q4657677,Wikipedia:Voting
pl,Q4657677,Wikipedia:Voting
pt,Q4657677,Wikipedia:Voting
ro,Q4657677,Wikipedia:Voting
ru,Q4657677,Wikipedia:Voting
sah,Q4657677,Wikipedia:Voting
sc,Q4657677,Wikipedia:Voting
sk,Q4657677,Wikipedia:Voting
sl,Q4657677,Wikipedia:Voting
sr,Q4657677,Wikipedia:Voting
sv,Q4657677,Wikipedia:Voting
tg,Q4657677,Wikipedia:Voting
tt,Q4657677,Wikipedia:Voting
vec,Q4657677,Wikipedia:Voting
vi,Q4657677,Wikipedia:Voting
zh-yue,Q4657677,Wikipedia:Voting
zh,Q4657677,Wikipedia:Voting
af,Q4656524,Wikipedia:No original research
als,Q4656524,Wikipedia:No original research
ar,Q4656524,Wikipedia:No original research
ary,Q4656524,Wikipedia:No original research
arz,Q4656524,Wikipedia:No original research
as,Q4656524,Wikipedia:No original research
azb,Q4656524,Wikipedia:No original research
az,Q4656524,Wikipedia:No original research
bar,Q4656524,Wikipedia:No original research
ba,Q4656524,Wikipedia:No original research
be-tarask,Q4656524,Wikipedia:No original research
be,Q4656524,Wikipedia:No original research
bg,Q4656524,Wikipedia:No original research
bh,Q4656524,Wikipedia:No original research
bn,Q4656524,Wikipedia:No original research
bs,Q4656524,Wikipedia:No original research
ca,Q4656524,Wikipedia:No original research
ckb,Q4656524,Wikipedia:No original research
cs,Q4656524,Wikipedia:No original research
da,Q4656524,Wikipedia:No original research
de,Q4656524,Wikipedia:No original research
el,Q4656524,Wikipedia:No original research
en,Q4656524,Wikipedia:No original research
eo,Q4656524,Wikipedia:No original research
es,Q4656524,Wikipedia:No original research
fa,Q4656524,Wikipedia:No original research
fi,Q4656524,Wikipedia:No original research
fr,Q4656524,Wikipedia:No original research
gl,Q4656524,Wikipedia:No original research
gu,Q4656524,Wikipedia:No original research
hi,Q4656524,Wikipedia:No original research
hr,Q4656524,Wikipedia:No original research
hu,Q4656524,Wikipedia:No original research
hy,Q4656524,Wikipedia:No original research
id,Q4656524,Wikipedia:No original research
ilo,Q4656524,Wikipedia:No original research
is,Q4656524,Wikipedia:No original research
it,Q4656524,Wikipedia:No original research
ja,Q4656524,Wikipedia:No original research
jv,Q4656524,Wikipedia:No original research
ka,Q4656524,Wikipedia:No original research
kk,Q4656524,Wikipedia:No original research
kn,Q4656524,Wikipedia:No original research
ko,Q4656524,Wikipedia:No original research
lt,Q4656524,Wikipedia:No original research
min,Q4656524,Wikipedia:No original research
mk,Q4656524,Wikipedia:No original research
ml,Q4656524,Wikipedia:No original research
ms,Q4656524,Wikipedia:No original research
mzn,Q4656524,Wikipedia:No original research
ne,Q4656524,Wikipedia:No original research
nl,Q4656524,Wikipedia:No original research
nn,Q4656524,Wikipedia:No original research
no,Q4656524,Wikipedia:No original research
pl,Q4656524,Wikipedia:No original research
pt,Q4656524,Wikipedia:No original research
ro,Q4656524,Wikipedia:No original research
ru,Q4656524,Wikipedia:No original research
scn,Q4656524,Wikipedia:No original research
sco,Q4656524,Wikipedia:No original research
sh,Q4656524,Wikipedia:No original research
simple,Q4656524,Wikipedia:No original research
si,Q4656524,Wikipedia:No original research
sk,Q4656524,Wikipedia:No original research
sl,Q4656524,Wikipedia:No original research
sq,Q4656524,Wikipedia:No original research
sr,Q4656524,Wikipedia:No original research
sv,Q4656524,Wikipedia:No original research
ta,Q4656524,Wikipedia:No original research
te,Q4656524,Wikipedia:No original research
tg,Q4656524,Wikipedia:No original research
th,Q4656524,Wikipedia:No original research
tk,Q4656524,Wikipedia:No original research
tr,Q4656524,Wikipedia:No original research
tt,Q4656524,Wikipedia:No original research
uk,Q4656524,Wikipedia:No original research
ur,Q4656524,Wikipedia:No original research
uz,Q4656524,Wikipedia:No original research
vi,Q4656524,Wikipedia:No original research
yi,Q4656524,Wikipedia:No original research
zh,Q4656524,Wikipedia:No original research
an,Q4663903,Wikimedia portal
ar,Q4663903,Wikimedia portal
as,Q4663903,Wikimedia portal
azb,Q4663903,Wikimedia portal
az,Q4663903,Wikimedia portal
be-tarask,Q4663903,Wikimedia portal
be,Q4663903,Wikimedia portal
bn,Q4663903,Wikimedia portal
br,Q4663903,Wikimedia portal
bs,Q4663903,Wikimedia portal
ca,Q4663903,Wikimedia portal
cbk-zam,Q4663903,Wikimedia portal
ceb,Q4663903,Wikimedia portal
ckb,Q4663903,Wikimedia portal
cs,Q4663903,Wikimedia portal
da,Q4663903,Wikimedia portal
de,Q4663903,Wikimedia portal
diq,Q4663903,Wikimedia portal
el,Q4663903,Wikimedia portal
en,Q4663903,Wikimedia portal
eo,Q4663903,Wikimedia portal
es,Q4663903,Wikimedia portal
eu,Q4663903,Wikimedia portal
fa,Q4663903,Wikimedia portal
fi,Q4663903,Wikimedia portal
gl,Q4663903,Wikimedia portal
he,Q4663903,Wikimedia portal
hi,Q4663903,Wikimedia portal
hr,Q4663903,Wikimedia portal
hy,Q4663903,Wikimedia portal
ia,Q4663903,Wikimedia portal
id,Q4663903,Wikimedia portal
inh,Q4663903,Wikimedia portal
it,Q4663903,Wikimedia portal
ja,Q4663903,Wikimedia portal
ka,Q4663903,Wikimedia portal
ko,Q4663903,Wikimedia portal
ksh,Q4663903,Wikimedia portal
lmo,Q4663903,Wikimedia portal
lt,Q4663903,Wikimedia portal
lv,Q4663903,Wikimedia portal
ml,Q4663903,Wikimedia portal
ms,Q4663903,Wikimedia portal
nah,Q4663903,Wikimedia portal
nds,Q4663903,Wikimedia portal
ne,Q4663903,Wikimedia portal
nl,Q4663903,Wikimedia portal
no,Q4663903,Wikimedia portal
oc,Q4663903,Wikimedia portal
pa,Q4663903,Wikimedia portal
pl,Q4663903,Wikimedia portal
pt,Q4663903,Wikimedia portal
ro,Q4663903,Wikimedia portal
ru,Q4663903,Wikimedia portal
sco,Q4663903,Wikimedia portal
sd,Q4663903,Wikimedia portal
sh,Q4663903,Wikimedia portal
si,Q4663903,Wikimedia portal
sk,Q4663903,Wikimedia portal
so,Q4663903,Wikimedia portal
sr,Q4663903,Wikimedia portal
su,Q4663903,Wikimedia portal
ta,Q4663903,Wikimedia portal
th,Q4663903,Wikimedia portal
tk,Q4663903,Wikimedia portal
tr,Q4663903,Wikimedia portal
tt,Q4663903,Wikimedia portal
uk,Q4663903,Wikimedia portal
ur,Q4663903,Wikimedia portal
vi,Q4663903,Wikimedia portal
yi,Q4663903,Wikimedia portal
zh-min-nan,Q4663903,Wikimedia portal
zh,Q4663903,Wikimedia portal
af,Q4663914,Wikipedia:Reliable sources
ar,Q4663914,Wikipedia:Reliable sources
ary,Q4663914,Wikipedia:Reliable sources
arz,Q4663914,Wikipedia:Reliable sources
azb,Q4663914,Wikipedia:Reliable sources
az,Q4663914,Wikipedia:Reliable sources
ba,Q4663914,Wikipedia:Reliable sources
be-tarask,Q4663914,Wikipedia:Reliable sources
be,Q4663914,Wikipedia:Reliable sources
bg,Q4663914,Wikipedia:Reliable sources
bn,Q4663914,Wikipedia:Reliable sources
bs,Q4663914,Wikipedia:Reliable sources
ca,Q4663914,Wikipedia:Reliable sources
ckb,Q4663914,Wikipedia:Reliable sources
cs,Q4663914,Wikipedia:Reliable sources
cv,Q4663914,Wikipedia:Reliable sources
da,Q4663914,Wikipedia:Reliable sources
el,Q4663914,Wikipedia:Reliable sources
en,Q4663914,Wikipedia:Reliable sources
eo,Q4663914,Wikipedia:Reliable sources
es,Q4663914,Wikipedia:Reliable sources
fa,Q4663914,Wikipedia:Reliable sources
fr,Q4663914,Wikipedia:Reliable sources
gl,Q4663914,Wikipedia:Reliable sources
gu,Q4663914,Wikipedia:Reliable sources
hr,Q4663914,Wikipedia:Reliable sources
hu,Q4663914,Wikipedia:Reliable sources
hy,Q4663914,Wikipedia:Reliable sources
hyw,Q4663914,Wikipedia:Reliable sources
id,Q4663914,Wikipedia:Reliable sources
is,Q4663914,Wikipedia:Reliable sources
it,Q4663914,Wikipedia:Reliable sources
ja,Q4663914,Wikipedia:Reliable sources
jv,Q4663914,Wikipedia:Reliable sources
ka,Q4663914,Wikipedia:Reliable sources
kk,Q4663914,Wikipedia:Reliable sources
ko,Q4663914,Wikipedia:Reliable sources
lt,Q4663914,Wikipedia:Reliable sources
min,Q4663914,Wikipedia:Reliable sources
ml,Q4663914,Wikipedia:Reliable sources
mr,Q4663914,Wikipedia:Reliable sources
ms,Q4663914,Wikipedia:Reliable sources
mzn,Q4663914,Wikipedia:Reliable sources
ne,Q4663914,Wikipedia:Reliable sources
nl,Q4663914,Wikipedia:Reliable sources
no,Q4663914,Wikipedia:Reliable sources
or,Q4663914,Wikipedia:Reliable sources
pl,Q4663914,Wikipedia:Reliable sources
pt,Q4663914,Wikipedia:Reliable sources
ro,Q4663914,Wikipedia:Reliable sources
ru,Q4663914,Wikipedia:Reliable sources
sah,Q4663914,Wikipedia:Reliable sources
scn,Q4663914,Wikipedia:Reliable sources
sd,Q4663914,Wikipedia:Reliable sources
sh,Q4663914,Wikipedia:Reliable sources
simple,Q4663914,Wikipedia:Reliable sources
si,Q4663914,Wikipedia:Reliable sources
sk,Q4663914,Wikipedia:Reliable sources
sq,Q4663914,Wikipedia:Reliable sources
sr,Q4663914,Wikipedia:Reliable sources
sv,Q4663914,Wikipedia:Reliable sources
ta,Q4663914,Wikipedia:Reliable sources
te,Q4663914,Wikipedia:Reliable sources
tg,Q4663914,Wikipedia:Reliable sources
th,Q4663914,Wikipedia:Reliable sources
tr,Q4663914,Wikipedia:Reliable sources
tt,Q4663914,Wikipedia:Reliable sources
uk,Q4663914,Wikipedia:Reliable sources
ur,Q4663914,Wikipedia:Reliable sources
uz,Q4663914,Wikipedia:Reliable sources
vi,Q4663914,Wikipedia:Reliable sources
zh-min-nan,Q4663914,Wikipedia:Reliable sources
zh-yue,Q4663914,Wikipedia:Reliable sources
zh,Q4663914,Wikipedia:Reliable sources
af,Q4654593,Wikipedia:Civility
ar,Q4654593,Wikipedia:Civility
arz,Q4654593,Wikipedia:Civility
as,Q4654593,Wikipedia:Civility
azb,Q4654593,Wikipedia:Civility
az,Q4654593,Wikipedia:Civility
be-tarask,Q4654593,Wikipedia:Civility
be,Q4654593,Wikipedia:Civility
bg,Q4654593,Wikipedia:Civility
bn,Q4654593,Wikipedia:Civility
ce,Q4654593,Wikipedia:Civility
ckb,Q4654593,Wikipedia:Civility
cs,Q4654593,Wikipedia:Civility
cy,Q4654593,Wikipedia:Civility
el,Q4654593,Wikipedia:Civility
en,Q4654593,Wikipedia:Civility
eo,Q4654593,Wikipedia:Civility
es,Q4654593,Wikipedia:Civility
fa,Q4654593,Wikipedia:Civility
fi,Q4654593,Wikipedia:Civility
fr,Q4654593,Wikipedia:Civility
gl,Q4654593,Wikipedia:Civility
hu,Q4654593,Wikipedia:Civility
hy,Q4654593,Wikipedia:Civility
id,Q4654593,Wikipedia:Civility
ilo,Q4654593,Wikipedia:Civility
ja,Q4654593,Wikipedia:Civility
ka,Q4654593,Wikipedia:Civility
kk,Q4654593,Wikipedia:Civility
ko,Q4654593,Wikipedia:Civility
lt,Q4654593,Wikipedia:Civility
min,Q4654593,Wikipedia:Civility
mk,Q4654593,Wikipedia:Civility
ml,Q4654593,Wikipedia:Civility
ms,Q4654593,Wikipedia:Civility
nl,Q4654593,Wikipedia:Civility
no,Q4654593,Wikipedia:Civility
pt,Q4654593,Wikipedia:Civility
ro,Q4654593,Wikipedia:Civility
ru,Q4654593,Wikipedia:Civility
sco,Q4654593,Wikipedia:Civility
sh,Q4654593,Wikipedia:Civility
simple,Q4654593,Wikipedia:Civility
sk,Q4654593,Wikipedia:Civility
sl,Q4654593,Wikipedia:Civility
so,Q4654593,Wikipedia:Civility
sq,Q4654593,Wikipedia:Civility
sr,Q4654593,Wikipedia:Civility
sv,Q4654593,Wikipedia:Civility
tg,Q4654593,Wikipedia:Civility
th,Q4654593,Wikipedia:Civility
tr,Q4654593,Wikipedia:Civility
tt,Q4654593,Wikipedia:Civility
uk,Q4654593,Wikipedia:Civility
ur,Q4654593,Wikipedia:Civility
vi,Q4654593,Wikipedia:Civility
yi,Q4654593,Wikipedia:Civility
zh-yue,Q4654593,Wikipedia:Civility
zh,Q4654593,Wikipedia:Civility
af,Q4663389,Wikipedia:Biographies of living persons
ar,Q4663389,Wikipedia:Biographies of living persons
arz,Q4663389,Wikipedia:Biographies of living persons
as,Q4663389,Wikipedia:Biographies of living persons
azb,Q4663389,Wikipedia:Biographies of living persons
ba,Q4663389,Wikipedia:Biographies of living persons
be,Q4663389,Wikipedia:Biographies of living persons
bg,Q4663389,Wikipedia:Biographies of living persons
bh,Q4663389,Wikipedia:Biographies of living persons
bn,Q4663389,Wikipedia:Biographies of living persons
bs,Q4663389,Wikipedia:Biographies of living persons
ca,Q4663389,Wikipedia:Biographies of living persons
ckb,Q4663389,Wikipedia:Biographies of living persons
cs,Q4663389,Wikipedia:Biographies of living persons
da,Q4663389,Wikipedia:Biographies of living persons
de,Q4663389,Wikipedia:Biographies of living persons
el,Q4663389,Wikipedia:Biographies of living persons
en,Q4663389,Wikipedia:Biographies of living persons
eo,Q4663389,Wikipedia:Biographies of living persons
es,Q4663389,Wikipedia:Biographies of living persons
fa,Q4663389,Wikipedia:Biographies of living persons
fi,Q4663389,Wikipedia:Biographies of living persons
fr,Q4663389,Wikipedia:Biographies of living persons
gl,Q4663389,Wikipedia:Biographies of living persons
gu,Q4663389,Wikipedia:Biographies of living persons
hi,Q4663389,Wikipedia:Biographies of living persons
hr,Q4663389,Wikipedia:Biographies of living persons
hu,Q4663389,Wikipedia:Biographies of living persons
hy,Q4663389,Wikipedia:Biographies of living persons
id,Q4663389,Wikipedia:Biographies of living persons
